time,temperature,setpoint
2024-06-29 23:27:55.379156,27.50,28.0
2024-06-29 23:28:00.386854,26.75,28.0
2024-06-29 23:28:05.394214,26.50,28.5
2024-06-29 23:28:10.401923,27.50,28.5
2024-06-29 23:28:15.409384,27.75,28.5
2024-06-29 23:28:20.417003,26.50,28.5
2024-06-29 23:28:25.424467,26.00,28.5
2024-06-29 23:28:30.432005,27.50,28.5
2024-06-29 23:28:35.439627,27.50,28.5
2024-06-29 23:28:40.447227,26.50,28.5
2024-06-29 23:28:45.455065,28.00,28.5
2024-06-29 23:28:50.462572,27.25,28.5
2024-06-29 23:28:55.469969,28.50,28.5
2024-06-29 23:29:00.477711,26.50,28.5
2024-06-29 23:29:05.485532,27.75,29.0
2024-06-29 23:29:10.492827,27.25,29.0
2024-06-29 23:29:15.500715,27.75,29.0
2024-06-29 23:29:20.508078,27.75,29.0
2024-06-29 23:29:25.515619,27.50,29.0
2024-06-29 23:29:30.523247,26.75,29.0
2024-06-29 23:29:35.531054,28.50,29.0
2024-06-29 23:29:40.538503,26.50,29.0
2024-06-29 23:29:45.546170,28.50,29.0
2024-06-29 23:29:50.554136,27.50,29.0
2024-06-29 23:29:55.561213,27.00,29.0
2024-06-29 23:30:00.569201,27.50,29.0
2024-06-29 23:30:05.576576,28.00,29.5
2024-06-29 23:30:10.584047,27.75,29.5
2024-06-29 23:30:15.591652,28.00,29.5
2024-06-29 23:30:20.599308,27.75,29.5
2024-06-29 23:30:25.607277,28.50,29.5
2024-06-29 23:30:30.614496,27.00,29.5
2024-06-29 23:30:35.622213,28.50,29.5
2024-06-29 23:30:40.629897,27.25,29.5
2024-06-29 23:30:45.637414,28.50,29.5
2024-06-29 23:30:50.645325,27.00,29.5
2024-06-29 23:30:55.652895,28.25,29.5
2024-06-29 23:31:00.660198,28.50,29.5
2024-06-29 23:31:05.667822,28.25,30.0
2024-06-29 23:31:10.675605,26.75,30.0
2024-06-29 23:31:15.683279,28.75,30.0
2024-06-29 23:31:20.690543,28.75,30.0
2024-06-29 23:31:25.698262,27.00,30.0
2024-06-29 23:31:30.705630,29.25,30.0
2024-06-29 23:31:35.713206,28.25,30.0
2024-06-29 23:31:40.720899,27.00,30.0
2024-06-29 23:31:45.728640,28.75,30.0
2024-06-29 23:31:50.736192,28.00,30.0
2024-06-29 23:31:55.743832,27.75,30.0
2024-06-29 23:32:00.751482,29.75,30.0
2024-06-29 23:32:05.758926,27.50,30.5
2024-06-29 23:32:10.766832,29.00,30.5
2024-06-29 23:32:15.774273,27.75,30.5
2024-06-29 23:32:20.781559,29.00,30.5
2024-06-29 23:32:25.789255,29.25,30.5
2024-06-29 23:32:30.797073,29.25,30.5
2024-06-29 23:32:35.804324,28.00,30.5
2024-06-29 23:32:40.811947,28.75,30.5
2024-06-29 23:32:45.819637,28.75,30.5
2024-06-29 23:32:50.827336,29.50,30.5
2024-06-29 23:32:55.834698,29.15,30.5
2024-06-29 23:33:00.842477,30.00,30.5
2024-06-29 23:33:05.850133,29.50,31.0
2024-06-29 23:33:10.857577,28.50,31.0
2024-06-29 23:33:15.865384,30.00,31.0
2024-06-29 23:33:20.872939,28.50,31.0
2024-06-29 23:33:25.880123,30.00,31.0
2024-06-29 23:33:30.887692,29.50,31.0
2024-06-29 23:33:35.895664,31.00,31.0
2024-06-29 23:33:40.903099,28.50,31.0
2024-06-29 23:33:45.910574,30.00,31.0
2024-06-29 23:33:50.918266,28.50,31.0
2024-06-29 23:33:55.925815,29.25,31.0
2024-06-29 23:34:00.933280,28.50,31.0
2024-06-29 23:34:05.940775,30.25,31.5
2024-06-29 23:34:10.948512,28.50,31.5
2024-06-29 23:34:15.955990,28.75,31.5
2024-06-29 23:34:20.963522,30.75,31.5
2024-06-29 23:34:25.971487,30.50,31.5
2024-06-29 23:34:30.978682,28.25,31.5
2024-06-29 23:34:35.986514,30.25,31.5
2024-06-29 23:34:40.994210,30.00,31.5
2024-06-29 23:34:46.001693,29.25,31.5
2024-06-29 23:34:51.009370,29.75,31.5
2024-06-29 23:34:56.016757,28.75,31.5
2024-06-29 23:35:01.024329,30.00,31.5
2024-06-29 23:35:06.031762,29.50,32.0
2024-06-29 23:35:11.039746,31.75,32.0
2024-06-29 23:35:16.047340,29.50,32.0
2024-06-29 23:35:21.054699,30.50,32.0
2024-06-29 23:35:26.062471,29.75,32.0
2024-06-29 23:35:31.070338,31.25,32.0
2024-06-29 23:35:36.077704,30.00,32.0
2024-06-29 23:35:41.084995,30.75,32.0
2024-06-29 23:35:46.092865,31.25,32.0
2024-06-29 23:35:51.100288,30.00,32.0
